1,Threads and Process,Done
2,Lecture Number 2,Done
3,Lecture Number 3,Done
4,Lecture Number 4,Done
5,Lecture Number 5,Done
6,DS Concurrency,Done
7,אלגוריתם הבנקאי + התחלת ניהול זיכרון,Done
8,ניהול זיכרון - המשך,Done
9,המשך ניהול זיכרון,Done
10,מערכת הקבצים,Done
11,המשך של מערכת הקבצים,Done
12,המשך על התקני אכסון וגישה לדיסק,Done
13,מנהלי התקנים,Done
