1,ביטוי רגולרי ואוטומט סופי,Done
2,Lecture Number 2,Done
3,Lecture Number 3,Done
4,Lecture Number 4,Done
5,מכונת טיורינג,Done
6,שקילות של מכונות טיורינג חדשות לרגילה,Done
7,התחלה על רדוקציות,Done
8,המשך על רדוקציות,Done
9,NP and P problems,Done
10,הוכחה שבעיה היא ב-NP,Done
11,רדוקציות ל-NPC,Done
12,Unresolved problems,Done
13,תרגול חזרה,Done
