1,Tirgul Number 1,Done
2,Tirgul Number 2,Done
3,Tirgul Number 3,Done
4,שרשרת מרקוב,Done
5,תורת התורים חלק 1,Done
6,תורת התורים חלק 2,Done
7,חיזוי - תרגול 1,Done
8,המשך חיזוי,Done
9,תזמון,Done
10,7 אמות האיכות,Done
11,תרשימי בקרה,Done
