1,Lecture Number 1,Done
2,Lecture Number 2,Done
3,Lecture Number 3,Done
4,Lecture Number 4,Done
5,bitmaps,Done
6,Inverted files and chaining,Done
7,התחלה של Concurrency,Done
8,המשך של Concurrency,Done
9,גרף קדימויות ותחילת מנעולים,Done
10,2PL,Done
11,Recovery,Done
