1,Tirgul Number 1,Done
2,Tirgul Number 2,Done
3,Tirgul Number 3,Done
4,Thread,Done
5,Tirgul Number 5,Done
6,Tirgul Number 6,Done
7,Tirgul Number 7,Done
8,Concurrent and Thread Pool,Done
9,JavaFX,Done
10,MVVM,Done
